# txn_name, cc, ab, benchmark, duration, clients, tps, attempts, commits, start_cnt, total_cnt, 50.0, 90.0, 99.0, 99.9, avg, max, min, zipf, experiment_id
# git sha: 55f0a07ed9993f59eb3123d5bdca6e4fd146d69c
PAYMENT, OCC, multi_paxos, tpca, 25.070468642, 1, 718.6144087397789, 18016, 18016, 18015, 18016, 1.312255859375, 1.614990234375, 2.057373046875, 3.96044921875, 1.370136862118962, 5.12451171875, 1.0224609375, 1, 1
PAYMENT, OCC, multi_paxos, tpca, 25.070468642, 1, 718.6144087397789, 18016, 18016, 18015, 18016, 1.312255859375, 1.614990234375, 2.057373046875, 3.96044921875, 1.370136862118962, 5.12451171875, 1.0224609375, 1, 1
