# txn_name, cc, ab, benchmark, duration, clients, tps, attempts, commits, start_cnt, total_cnt, 50.0, 90.0, 99.0, 99.9, avg, max, min, zipf, experiment_id
# git sha: 55f0a07ed9993f59eb3123d5bdca6e4fd146d69c
PAYMENT, OCC, multi_paxos, tpca, 597.0854138060004, 1, 732.8817450264809, 437593, 437593, 437593, 437593, 1.322509765625, 1.582275390625, 2.034423828125, 2.4150390625, 1.356570318703638, 136.97216796875, 0.928955078125, 1, 1
PAYMENT, OCC, multi_paxos, tpca, 597.0854138060004, 1, 732.8817450264809, 437593, 437593, 437593, 437593, 1.322509765625, 1.582275390625, 2.034423828125, 2.4150390625, 1.356570318703638, 136.97216796875, 0.928955078125, 1, 1
