# txn_name, cc, ab, benchmark, duration, clients, tps, attempts, commits, start_cnt, total_cnt, 50.0, 90.0, 99.0, 99.9, avg, max, min, zipf, experiment_id
# git sha: cf2200d78fe28ac3b5c58434b4751ff7e24986a5
PAYMENT, OCC, multi_paxos, tpca, 596.7899398300001, 1, 655.0529322115566, 390929, 390929, 390929, 390929, 1.465087890625, 1.78369140625, 2.23583984375, 2.71533203125, 1.5166991116079485, 101.630615234375, 1.138916015625, 1, 1
PAYMENT, OCC, multi_paxos, tpca, 596.7899398300001, 1, 655.0529322115566, 390929, 390929, 390929, 390929, 1.465087890625, 1.78369140625, 2.23583984375, 2.71533203125, 1.5166991116079485, 101.630615234375, 1.138916015625, 1, 1
