# txn_name, cc, ab, benchmark, duration, clients, tps, attempts, commits, start_cnt, total_cnt, 50.0, 90.0, 99.0, 99.9, avg, max, min, zipf, experiment_id
# git sha: 55f0a07ed9993f59eb3123d5bdca6e4fd146d69c
PAYMENT, OCC, multi_paxos, tpca, 25.026880422, 1, 0.35961333766906506, 9, 9, 9, 9, 2803.2265625, 2803.34716796875, 2803.34716796875, 2803.34716796875, 2803.23393366887, 2803.34716796875, 2803.042724609375, 1, 1
PAYMENT, OCC, multi_paxos, tpca, 25.026880422, 1, 0.35961333766906506, 9, 9, 9, 9, 2803.2265625, 2803.34716796875, 2803.34716796875, 2803.34716796875, 2803.23393366887, 2803.34716796875, 2803.042724609375, 1, 1
