# txn_name, cc, ab, benchmark, duration, clients, tps, attempts, commits, start_cnt, total_cnt, 50.0, 90.0, 99.0, 99.9, avg, max, min, zipf, experiment_id
# git sha: 1576d1f5c857823cb5dd72350f942c364f25982f
PAYMENT, 2PL, fpga_raft, tpca, 60.081975781, 1, 182.0845579359194, 10940, 10940, 10940, 10940, 5.440673828125, 5.9541015625, 9.42138671875, 18.041015625, 5.367064500955536, 46.76025390625, 3.244873046875, 1, 1
PAYMENT, 2PL, fpga_raft, tpca, 60.081975781, 1, 182.0845579359194, 10940, 10940, 10940, 10940, 5.440673828125, 5.9541015625, 9.42138671875, 18.041015625, 5.367064500955536, 46.76025390625, 3.244873046875, 1, 1
