# txn_name, cc, ab, benchmark, duration, clients, tps, attempts, commits, start_cnt, total_cnt, 50.0, 90.0, 99.0, 99.9, avg, max, min, zipf, experiment_id
# git sha: 55f0a07ed9993f59eb3123d5bdca6e4fd146d69c
PAYMENT, OCC, multi_paxos, tpca, 596.9439437119997, 1, 660.1490879520894, 394072, 394072, 394072, 394072, 1.439208984375, 1.747802734375, 2.300537109375, 3.994384765625, 1.4965512280862519, 206.999755859375, 1.12939453125, 1, 1
PAYMENT, OCC, multi_paxos, tpca, 596.9439437119997, 1, 660.1490879520894, 394072, 394072, 394072, 394072, 1.439208984375, 1.747802734375, 2.300537109375, 3.994384765625, 1.4965512280862519, 206.999755859375, 1.12939453125, 1, 1
